id,short_name,overall,potential,value_eur,wage_eur,height_cm,weight_kg,club_name,league_level,club_jersey_number,club_contract_valid_until,nationality_name,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_speed,position,position_grouped,league_country,height_weight_ratio,age,preferred_foot_Left,preferred_foot_Right,real_face_No,real_face_Yes,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium
227153,C. Borja,74,74,3800000.0,13000,180,73,Aytemiz Alanyaspor,1,31,2022,Colombia,2,3,1,,85.0,50.0,65.0,69.0,69.0,74.0,71,49,58,68,31,69,46,42,66,70,86,85,75,68,67,45,74,77,75,60,68,70,59,62,46,61,69,70,71,,LB,D_LB,Turkey,2.4657534246575343,28,True,False,True,False,False,False,False,False,False,False,False,False,True
207910,Douglas Grolli,67,67,700000.0,2000,189,84,Avispa Fukuoka,1,33,2022,Brazil,2,2,1,875000.0,39.0,47.0,39.0,42.0,67.0,73.0,35,36,72,45,56,37,38,39,38,46,42,37,41,62,35,66,59,48,86,56,76,67,30,33,44,53,65,68,67,,LCB,D_LCB,Japan,2.25,31,False,True,True,False,False,False,False,False,False,False,True,False,False
258289,J. Sforza,65,82,1800000.0,2000,180,76,Newell's Old Boys,1,13,2023,Argentina,3,2,1,3800000.0,67.0,58.0,61.0,65.0,59.0,63.0,49,55,52,70,43,66,42,37,68,65,70,64,61,64,69,65,59,73,60,64,58,59,53,61,43,60,56,63,59,,CDM,M_CDM,Argentina,2.3684210526315788,19,True,False,True,False,False,False,False,False,False,False,False,False,True
229155,T. Ouwejan,72,76,3100000.0,7000,183,76,FC Schalke 04,2,2,2022,Netherlands,3,3,1,,71.0,53.0,70.0,71.0,68.0,73.0,70,46,63,75,48,71,67,64,69,71,69,72,70,71,72,66,66,79,73,60,69,73,64,64,39,69,68,69,64,,LWB,D_LWB,Germany,2.4078947368421053,24,True,False,True,False,False,False,True,False,False,False,False,False,False
227498,K. Woolery,64,65,700000.0,2000,181,78,Motherwell,1,7,2024,England,4,3,1,1300000.0,83.0,60.0,57.0,65.0,19.0,57.0,61,62,55,61,44,63,60,52,50,62,85,82,82,57,74,62,61,78,56,59,33,14,55,50,60,57,17,14,15,,RW,A_RW,Scotland,2.3205128205128207,26,False,True,True,False,False,False,True,False,False,False,False,False,False
212449,M. Pavlović,73,73,2100000.0,6000,196,94,Amiens SC,2,14,2023,Croatia,3,2,1,3800000.0,31.0,59.0,51.0,53.0,72.0,81.0,37,58,76,67,43,49,57,50,55,64,31,31,32,65,30,68,77,65,90,58,79,67,62,34,42,66,73,73,70,,RCB,D_RCB,France,2.0851063829787235,31,False,True,True,False,False,False,False,False,False,True,False,False,False
205998,A. Poko,70,71,1500000.0,8000,173,72,Altay SK,1,17,2022,Gabon,3,3,1,3000000.0,74.0,57.0,61.0,70.0,68.0,77.0,58,56,60,66,44,72,41,50,62,68,75,73,72,71,78,69,65,85,70,49,87,70,67,62,53,58,65,72,65,,RCM,M_RCM,Turkey,2.4027777777777777,28,False,True,True,False,True,False,False,False,False,False,False,False,False
208739,C. Matei,65,65,700000.0,2000,175,70,FC Dinamo 1948 Bucureşti,1,10,2025,Romania,3,3,1,945000.0,77.0,63.0,65.0,68.0,54.0,66.0,66,62,44,66,60,67,66,59,63,67,78,76,76,62,81,67,70,80,57,64,68,59,66,65,60,62,48,60,51,,LW,A_LW,Romania,2.5,29,False,True,True,False,False,False,False,False,False,False,False,False,True
226507,J. Yates,68,72,1800000.0,6000,175,68,Blackpool,2,9,2024,England,3,3,1,3500000.0,79.0,68.0,54.0,67.0,29.0,68.0,45,70,63,61,63,65,57,46,43,66,78,79,74,67,80,68,84,81,65,65,54,24,70,59,67,64,25,27,22,,LS,A_LS,England,2.573529411764706,24,False,True,True,False,False,False,False,False,False,False,False,False,True
224030,M. Lopez,75,79,8000000.0,25000,167,58,U.S. Sassuolo Calcio,1,8,2025,France,3,4,1,14200000.0,71.0,66.0,77.0,77.0,65.0,57.0,75,66,62,80,65,75,75,73,75,75,73,69,90,75,93,63,69,79,38,68,75,68,69,76,68,73,66,66,59,,LDM,M_LDM,Italy,2.8793103448275863,23,False,True,False,True,False,False,False,False,False,False,False,False,True
224794,Murilo Henrique,69,69,1500000.0,3000,177,76,Suwon FC,1,10,2022,Brazil,2,4,1,1900000.0,84.0,60.0,61.0,70.0,46.0,70.0,61,59,59,66,50,70,57,51,61,70,82,85,83,61,71,68,56,76,71,56,65,43,63,58,62,55,33,52,56,,CAM,M_CAM,South Korea,2.3289473684210527,26,False,True,True,False,False,False,True,False,False,False,False,False,False
241452,J. Diamond,61,73,800000.0,2000,175,60,Harrogate Town,4,21,2022,England,3,3,1,,81.0,54.0,52.0,63.0,32.0,54.0,52,56,51,55,40,62,47,45,44,60,83,80,74,55,82,52,60,64,53,53,42,28,56,54,50,55,34,30,24,,LM,M_LM,England,2.9166666666666665,21,False,True,True,False,False,False,False,False,False,False,False,False,True
208422,R. Sanusi,69,69,1400000.0,7000,181,75,K Beerschot VA,1,18,2022,Belgium,4,3,1,2000000.0,65.0,63.0,69.0,70.0,64.0,74.0,68,58,66,71,52,69,69,68,69,69,67,63,77,68,71,72,78,79,72,73,71,72,60,69,49,71,59,63,61,,LDM,M_LDM,Belgium,2.4133333333333336,29,False,True,True,False,False,False,False,False,False,False,True,False,False
226706,Felipe Pires,70,71,1900000.0,8000,178,68,Moreirense FC,1,10,2023,Brazil,3,3,1,4100000.0,79.0,57.0,64.0,72.0,39.0,52.0,66,63,45,64,53,74,56,55,66,71,80,79,78,59,73,58,55,74,44,44,46,27,61,65,56,53,47,36,43,,LM,M_LM,Portugal,2.6176470588235294,26,False,True,False,True,False,False,True,False,False,False,False,False,False
233457,Jang Ho Ik,67,68,1000000.0,2000,173,62,Suwon Samsung Bluewings,1,35,2023,Korea Republic,3,3,1,1300000.0,78.0,49.0,56.0,64.0,67.0,75.0,56,52,48,63,33,58,38,39,58,64,79,78,81,67,77,51,63,82,73,45,75,69,58,53,41,60,73,67,64,,RCB,D_RCB,South Korea,2.7903225806451615,27,False,True,True,False,False,False,False,False,False,False,True,False,False
247197,Ming Tian,68,70,1400000.0,5000,180,71,Wuhan FC,1,15,2021,China PR,3,3,1,2300000.0,83.0,32.0,56.0,62.0,63.0,65.0,59,27,56,58,32,61,49,38,52,62,81,85,74,63,60,34,72,77,59,35,63,61,62,59,35,57,59,69,66,,RB,D_RB,China,2.535211267605634,26,False,True,True,False,False,False,False,False,False,False,False,False,True
195033,M. Leckie,71,71,1800000.0,10000,181,82,Melbourne City FC,1,7,2024,Australia,4,3,1,2300000.0,81.0,65.0,64.0,73.0,51.0,70.0,70,65,71,66,64,73,70,36,56,72,80,82,74,69,79,70,76,68,72,60,67,50,70,65,69,67,51,48,40,,RW,A_RW,Australia,2.207317073170732,30,False,True,False,True,False,False,False,False,False,False,False,False,True
231447,D. Malen,80,85,33000000.0,59000,179,78,Borussia Dortmund,1,21,2026,Netherlands,3,4,2,58600000.0,90.0,79.0,72.0,83.0,30.0,74.0,71,82,69,75,74,83,74,61,64,83,90,90,84,81,83,79,77,79,75,72,62,31,80,77,74,76,27,24,16,,LS,A_LS,Germany,2.2948717948717947,22,False,True,True,False,False,False,False,False,False,False,False,True,False
186494,M. Oxley,61,61,220000.0,2000,190,73,Harrogate Town,4,1,2022,England,2,1,1,385000.0,,,,,,,13,12,11,33,15,15,16,11,36,24,31,28,55,56,52,47,44,30,65,14,40,26,14,43,13,46,20,13,13,30.0,GK,G_GK,England,2.6027397260273974,30,False,True,True,False,False,False,False,False,False,False,False,False,True
242087,H. Morita,73,76,3600000.0,6000,177,72,Santa Clara,1,25,2024,Japan,2,2,1,7800000.0,67.0,60.0,71.0,74.0,69.0,70.0,70,60,47,76,25,76,72,39,72,75,69,66,69,68,69,67,59,69,71,65,70,68,69,70,45,67,69,76,68,,LCM,M_LCM,Portugal,2.4583333333333335,26,False,True,True,False,False,False,False,False,False,False,False,False,True
188000,Sandro Manoel,71,71,1200000.0,15000,176,77,Al Taawoun,1,55,2022,Brazil,3,2,1,2000000.0,61.0,55.0,69.0,64.0,66.0,80.0,72,43,54,71,42,60,69,72,69,68,63,60,71,68,62,75,70,90,79,69,74,69,39,64,60,64,65,70,66,,RDM,M_RDM,Saudi Arabia,2.2857142857142856,33,False,True,True,False,False,False,False,False,False,False,False,False,True
230337,Andeson Trigo,77,77,5500000.0,23000,175,68,Fluminense,1,7,2024,Brazil,3,3,1,10500000.0,82.0,63.0,75.0,77.0,71.0,64.0,75,60,60,75,59,76,84,77,72,73,85,79,89,82,79,70,69,84,52,61,70,62,72,73,67,80,76,74,77,,LB,D_LB,Brazil,2.573529411764706,33,True,False,True,False,False,False,True,False,False,False,False,False,False
207984,A. González,72,73,2700000.0,31000,175,79,CF Monterrey,1,21,2022,Mexico,2,3,1,4500000.0,74.0,69.0,73.0,71.0,68.0,72.0,71,67,63,74,64,69,74,74,70,75,76,73,75,70,68,71,75,75,73,72,63,67,74,75,69,70,67,72,70,,LCM,M_LCM,Mexico,2.2151898734177213,27,True,False,True,False,False,False,False,False,False,False,False,False,True
204222,M. Dolan,63,63,425000.0,3000,175,78,Newport County,4,8,2023,England,2,2,1,744000.0,59.0,55.0,61.0,63.0,62.0,69.0,62,52,56,62,46,60,65,59,57,63,56,62,69,60,71,62,82,71,72,58,58,61,51,63,60,64,64,62,61,,CB,D_CB,England,2.2435897435897436,28,True,False,True,False,False,False,True,False,False,False,False,False,False
195038,F. Kainz,75,75,5500000.0,27000,176,71,1. FC Köln,1,11,2022,Austria,5,4,2,9900000.0,72.0,73.0,72.0,77.0,40.0,61.0,75,75,55,72,55,77,69,71,70,76,80,66,86,70,82,73,70,75,55,76,55,24,71,69,72,69,55,35,25,,LM,M_LM,Germany,2.4788732394366195,28,False,True,False,True,False,False,False,False,False,False,False,False,True
247910,A. Răuță,65,65,600000.0,2000,177,74,FC Dinamo 1948 Bucureşti,1,5,2022,Romania,2,2,1,810000.0,56.0,35.0,52.0,51.0,63.0,75.0,40,34,44,60,31,45,35,39,57,56,59,53,51,62,71,41,71,69,74,32,88,65,33,54,38,48,65,66,65,,CDM,M_CDM,Romania,2.391891891891892,29,False,True,True,False,False,False,False,False,False,False,False,False,True
235212,A. Hakimi,85,88,69500000.0,100000,181,73,Paris Saint-Germain,1,2,2026,Morocco,4,3,2,133800000.0,95.0,71.0,78.0,83.0,76.0,78.0,86,73,68,81,60,84,68,55,73,83,95,95,86,84,79,77,80,91,73,70,75,78,78,75,46,80,75,78,76,,RB,D_RB,France,2.4794520547945207,22,False,True,False,True,False,False,True,False,False,False,False,False,False
253008,K. Álvarez,68,77,2600000.0,6000,176,66,Pachuca,1,3,2022,Mexico,3,2,1,4900000.0,74.0,45.0,56.0,65.0,63.0,63.0,61,43,51,67,33,62,45,41,51,64,73,74,72,61,77,52,54,74,56,39,68,63,60,41,59,66,64,63,69,,RB,D_RB,Mexico,2.6666666666666665,22,False,True,True,False,False,False,True,False,False,False,False,False,False
210475,M. Prietl,74,74,3600000.0,21000,187,79,DSC Arminia Bielefeld,1,19,2024,Austria,3,2,1,6500000.0,58.0,51.0,62.0,65.0,72.0,79.0,46,49,58,74,35,62,47,42,65,70,61,55,63,70,63,53,53,93,76,56,77,72,55,64,44,72,75,73,71,,CDM,M_CDM,Germany,2.367088607594937,30,False,True,True,False,False,False,False,False,False,False,True,False,False
231184,Guruzeta,68,73,1800000.0,3000,188,77,SD Amorebieta,2,24,2022,Spain,4,3,1,2900000.0,65.0,68.0,62.0,67.0,26.0,60.0,55,71,70,68,59,70,58,44,62,68,66,65,71,61,50,67,70,50,74,62,33,20,67,66,71,54,26,17,20,,LS,A_LS,Spain,2.4415584415584415,25,False,True,True,False,False,False,False,False,False,False,False,False,True
254234,D. Arroyo,67,67,875000.0,500,179,74,CS Emelec,1,5,2023,Ecuador,3,3,1,1900000.0,56.0,28.0,56.0,57.0,69.0,66.0,50,25,62,66,25,50,50,27,62,66,56,56,53,66,56,33,78,55,70,23,65,72,41,47,37,56,69,70,65,,CDM,M_CDM,Ecuador,2.418918918918919,29,False,True,True,False,False,False,False,False,False,False,True,False,False
200196,O. Gaona Lugo,64,64,575000.0,500,178,81,Club Nacional,1,33,2021,Paraguay,3,2,1,1200000.0,80.0,62.0,57.0,68.0,36.0,59.0,62,58,52,55,55,69,59,60,61,63,77,83,85,60,79,68,58,68,61,63,45,34,61,50,71,45,44,27,24,,RM,M_RM,Paraguay,2.197530864197531,31,False,True,True,False,False,False,False,False,False,False,False,False,True
205970,J. Wallace,74,74,4500000.0,16000,178,70,Millwall,2,7,2022,England,4,4,1,8600000.0,77.0,70.0,71.0,75.0,45.0,67.0,74,72,49,70,55,76,68,73,64,75,78,76,80,74,74,68,68,86,61,72,58,40,73,75,70,65,45,49,43,,RW,A_RW,England,2.5428571428571427,27,False,True,True,False,False,False,True,False,False,False,False,False,False
204401,Diogo Figueiras,72,72,2000000.0,7000,169,62,Futebol Clube de Famalicão,1,90,2022,Portugal,3,3,1,4200000.0,82.0,60.0,66.0,74.0,65.0,50.0,72,50,48,69,47,73,59,43,66,72,82,82,85,70,89,75,77,73,31,69,62,69,68,64,53,64,67,65,66,,RB,D_RB,Portugal,2.725806451612903,30,False,True,True,False,False,False,False,False,False,False,False,False,True
223737,P. Leeuwenburgh,68,70,1100000.0,3000,196,95,FC Groningen,1,1,2023,Netherlands,3,1,1,1700000.0,,,,,,,20,13,19,34,16,20,15,16,45,24,44,43,31,66,38,49,55,23,65,18,26,23,15,21,27,28,25,13,20,44.0,GK,G_GK,Netherlands,2.0631578947368423,27,False,True,True,False,False,False,False,False,False,False,False,False,True
214701,T. Asta-Buruaga,66,75,1800000.0,3000,187,71,Universidad Católica,1,7,2024,Chile,2,2,1,2900000.0,63.0,42.0,48.0,52.0,68.0,70.0,56,37,63,56,37,45,35,41,43,56,58,67,67,60,43,51,75,71,72,45,63,62,42,37,46,52,71,70,68,,LCB,D_LCB,Chile,2.6338028169014085,24,False,True,True,False,False,False,False,False,False,False,False,False,True
202515,Jesé,71,71,1900000.0,8000,178,80,Unión Deportiva Las Palmas,2,10,2022,Spain,4,4,2,3000000.0,74.0,73.0,69.0,75.0,25.0,62.0,63,75,56,72,65,74,74,66,66,79,73,74,73,66,74,74,74,59,71,68,38,33,73,70,72,74,17,23,12,,ST,A_ST,Spain,2.225,28,False,True,False,True,False,False,False,False,False,False,False,True,False
224866,J. Akintunde,57,62,240000.0,600,175,75,Derry City,1,11,2022,England,3,2,1,390000.0,74.0,55.0,46.0,58.0,27.0,66.0,47,57,49,49,44,58,52,28,38,54,75,73,74,49,73,57,63,69,67,51,60,33,57,47,52,51,33,12,16,,LS,A_LS,Ireland,2.3333333333333335,25,False,True,True,False,False,False,True,False,False,False,False,False,False
162053,L. Chambers,64,64,150000.0,3000,185,87,Colchester United,4,4,2023,England,3,2,1,263000.0,49.0,26.0,53.0,54.0,63.0,79.0,60,23,63,57,17,51,34,17,54,55,50,49,55,61,61,40,75,82,80,24,72,62,21,50,25,55,63,63,62,,CB,D_CB,England,2.1264367816091956,35,False,True,True,False,False,False,False,False,False,False,True,False,False
181468,D. Bouzanis,62,62,275000.0,2000,185,84,Sutton United,4,1,2022,Australia,3,1,1,481000.0,,,,,,,13,14,13,47,11,20,13,14,56,19,58,61,58,59,46,48,65,39,70,18,45,25,15,47,14,49,15,14,13,59.0,GK,G_GK,England,2.2023809523809526,30,False,True,True,False,False,False,False,False,False,False,False,False,True
243816,E. Iñíguez,68,73,1700000.0,4000,177,70,Club Atlético Aldosivi,1,21,2025,Argentina,3,2,1,2600000.0,70.0,30.0,52.0,60.0,67.0,64.0,64,24,59,53,28,55,35,29,50,64,72,69,70,58,58,43,76,74,62,25,54,65,42,50,46,64,67,70,67,,RB,D_RB,Argentina,2.5285714285714285,24,False,True,True,False,False,False,False,False,False,False,True,False,False
237895,V. van Crooij,69,72,1800000.0,5000,177,70,Sparta Rotterdam,1,11,2024,Netherlands,4,3,1,2700000.0,77.0,69.0,64.0,69.0,37.0,67.0,67,68,55,63,62,68,70,69,57,69,75,79,77,65,71,75,72,81,57,69,75,33,64,66,62,65,40,33,28,,LM,M_LM,Netherlands,2.5285714285714285,25,False,True,True,False,False,True,False,False,False,False,False,False,False
207916,L. Vigen,69,70,1600000.0,8000,180,80,SV Zulte Waregem,1,8,2023,Denmark,3,3,1,2500000.0,73.0,60.0,67.0,68.0,63.0,76.0,56,64,46,74,50,65,55,56,68,70,74,73,79,67,70,62,64,80,81,52,62,64,69,69,55,67,68,65,58,,RCM,M_RCM,Belgium,2.25,27,False,True,True,False,True,False,False,False,False,False,False,False,False
252706,E. López,67,76,2100000.0,3000,175,76,Godoy Cruz,1,28,2022,Argentina,2,2,1,3600000.0,83.0,45.0,60.0,71.0,59.0,71.0,68,41,46,62,45,72,55,44,56,70,82,83,77,58,76,52,67,78,67,42,73,57,63,56,43,67,58,65,59,,RB,D_RB,Argentina,2.3026315789473686,21,False,True,True,False,False,False,False,False,False,False,False,False,True
251914,Simón Moreno,67,74,2100000.0,3000,174,73,CD Mirandés,2,11,2022,Spain,3,3,1,3700000.0,74.0,67.0,52.0,65.0,21.0,57.0,43,68,67,66,60,67,42,38,35,64,73,75,57,67,69,69,66,63,59,65,40,12,67,56,69,59,14,21,15,,ST,A_ST,Spain,2.3835616438356166,24,False,True,True,False,False,False,True,False,False,False,False,False,False
229682,D. Fry,73,80,5500000.0,18000,191,72,Middlesbrough,2,6,2023,England,3,2,1,11600000.0,64.0,29.0,55.0,58.0,74.0,72.0,54,25,73,62,26,57,28,22,53,63,61,66,36,74,62,40,82,66,76,25,65,76,29,58,36,70,76,72,72,,LCB,D_LCB,England,2.6527777777777777,24,False,True,False,True,False,False,False,False,False,False,False,False,True
230328,Pierrino Faria,76,76,825000.0,13000,190,82,Santos,1,33,2024,Brazil,2,1,1,1600000.0,,,,,,,20,11,18,32,13,16,17,14,27,22,41,55,31,69,38,49,38,44,52,12,24,22,12,70,21,61,12,16,12,47.0,GK,G_GK,Brazil,2.317073170731707,37,False,True,True,False,False,False,False,False,False,False,False,False,True
219684,S. Nicholson,65,65,775000.0,4000,175,71,Bristol Rovers,4,11,2022,Scotland,4,3,1,1400000.0,86.0,61.0,57.0,66.0,48.0,62.0,59,60,55,60,57,65,51,39,54,63,91,82,83,59,83,63,59,65,60,64,65,34,61,59,50,57,53,53,34,,LW,A_LW,England,2.464788732394366,26,True,False,True,False,False,False,False,False,False,False,False,False,True
241032,S. Diarra,69,72,1800000.0,5000,173,68,En Avant de Guingamp,2,18,2023,Mali,3,3,1,3300000.0,66.0,56.0,65.0,72.0,65.0,72.0,58,55,48,72,40,72,56,39,69,71,66,66,77,68,82,60,84,83,64,59,74,67,62,65,44,66,69,66,65,,LDM,M_LDM,France,2.5441176470588234,26,False,True,True,False,False,False,False,False,False,False,False,False,True
188938,C. Álvarez,74,74,475000.0,5000,186,83,Real Zaragoza,2,1,2023,Argentina,3,1,1,760000.0,,,,,,,14,11,12,20,15,13,12,14,31,22,44,50,66,64,53,53,60,38,64,15,25,24,17,31,14,58,12,14,15,46.0,GK,G_GK,Spain,2.2409638554216866,35,False,True,True,False,False,False,False,False,False,False,False,False,True
202748,Go Moo Yol,68,68,1200000.0,4000,185,78,Gangwon FC,1,10,2022,Korea Republic,4,3,1,1500000.0,77.0,68.0,59.0,68.0,31.0,69.0,57,70,62,60,65,66,60,64,53,72,75,78,83,67,53,65,71,74,72,65,57,43,70,63,68,55,34,13,16,,LW,A_LW,South Korea,2.371794871794872,31,True,False,True,False,False,True,False,False,False,False,False,False,False
192955,M. Klich,75,75,4600000.0,63000,183,82,Leeds United,1,43,2024,Poland,3,3,1,8700000.0,66.0,72.0,74.0,73.0,61.0,75.0,68,73,49,77,60,73,73,66,74,75,67,66,67,73,73,71,64,87,74,73,63,65,72,76,76,77,61,66,50,,LCM,M_LCM,England,2.231707317073171,31,False,True,False,True,False,False,False,False,False,False,False,False,True
241269,A. Bruus,65,71,1100000.0,3000,184,79,Brøndby IF,1,17,2023,Denmark,3,2,1,1600000.0,86.0,52.0,59.0,62.0,57.0,69.0,72,50,53,55,47,62,70,42,57,62,88,84,66,55,67,58,69,73,71,48,60,53,60,56,49,55,55,63,58,,RWB,D_RWB,Denmark,2.329113924050633,22,False,True,True,False,False,False,True,False,False,False,False,False,False
236260,A. Santamaría,69,69,1200000.0,7000,184,79,Club Atlas,1,5,2022,Peru,3,3,1,2000000.0,61.0,60.0,65.0,64.0,71.0,71.0,61,55,68,69,58,64,59,64,66,65,53,68,60,58,61,72,45,72,73,60,71,71,62,62,62,66,71,72,70,,RCB,D_RCB,Mexico,2.329113924050633,29,False,True,True,False,False,False,False,True,False,False,False,False,False
242351,T. Bunmathan,69,69,1000000.0,6000,171,62,Yokohama F. Marinos,1,5,2022,Thailand,3,3,1,1300000.0,71.0,60.0,67.0,69.0,64.0,61.0,70,56,40,67,48,68,72,70,65,67,73,70,81,65,80,65,71,79,46,64,73,66,62,65,65,65,66,68,67,,LB,D_LB,Japan,2.7580645161290325,31,True,False,True,False,False,False,False,False,False,False,False,False,True
239635,K. Fila,67,72,1400000.0,6000,180,72,RC Strasbourg Alsace,1,4,2025,Poland,2,3,1,2900000.0,81.0,47.0,60.0,61.0,61.0,68.0,62,47,51,63,41,56,60,39,55,64,81,81,74,60,67,49,55,75,70,42,58,63,56,62,48,48,59,65,60,,RB,D_RB,France,2.5,23,False,True,True,False,False,False,True,False,False,False,False,False,False
225625,K. Vincent-Young,65,70,975000.0,3000,180,70,Ipswich Town,3,24,2023,England,4,3,1,1800000.0,82.0,54.0,56.0,64.0,60.0,67.0,57,52,55,58,47,63,53,43,55,60,81,82,77,58,71,58,73,67,70,61,60,61,56,56,42,60,61,61,60,,RB,D_RB,England,2.5714285714285716,25,False,True,True,False,False,False,True,False,False,False,False,False,False
244757,A. Schott,65,77,1700000.0,3000,175,72,Platense,1,4,2022,Argentina,4,2,1,,78.0,31.0,52.0,62.0,60.0,56.0,58,29,48,58,27,62,34,41,52,57,81,76,73,63,76,32,56,70,47,27,59,64,51,45,41,60,60,60,59,,RB,D_RB,Argentina,2.4305555555555554,21,False,True,True,False,False,False,False,False,False,False,False,False,True
257794,F. Iacob,64,67,575000.0,2000,180,84,AFC UTA Arad,1,93,2022,Romania,2,1,1,819000.0,,,,,,,15,11,12,31,11,13,12,14,21,15,48,45,41,68,46,50,62,32,52,9,31,16,8,38,12,27,8,11,13,47.0,GK,G_GK,Romania,2.142857142857143,28,False,True,True,False,False,False,False,False,False,False,False,False,True
226508,G. Taylor,70,76,2400000.0,21000,175,68,Celtic,1,3,2023,Scotland,3,2,1,4800000.0,74.0,47.0,66.0,67.0,66.0,72.0,70,43,51,67,37,63,62,61,64,69,75,73,79,58,80,55,86,84,64,45,73,62,51,64,59,65,68,70,70,,LB,D_LB,Scotland,2.573529411764706,23,True,False,True,False,False,False,False,False,False,False,False,False,True
225650,T. King,62,66,425000.0,3000,192,80,Salford City,4,1,2023,Wales,3,1,1,776000.0,,,,,,,9,6,18,31,18,8,9,6,25,25,40,44,39,51,57,45,52,32,73,17,23,13,12,31,26,42,15,17,20,42.0,GK,G_GK,England,2.4,26,False,True,True,False,False,False,False,False,False,False,False,False,True
245156,F. Russo,71,75,2300000.0,15000,185,78,RCD Mallorca,1,5,2024,Argentina,3,2,1,5200000.0,66.0,30.0,50.0,48.0,74.0,71.0,41,25,64,64,32,37,37,29,57,65,60,70,33,66,52,44,91,75,73,25,55,80,24,39,50,55,74,73,72,,LCB,D_LCB,Spain,2.371794871794872,26,False,True,True,False,False,False,False,False,False,False,False,False,True
251221,L. Kalvach,76,80,9500000.0,1000,183,77,FC Viktoria Plzeň,1,23,2023,Czech Republic,3,2,1,21600000.0,72.0,64.0,73.0,74.0,73.0,76.0,68,59,69,76,59,74,69,69,76,74,72,72,74,76,78,70,73,80,75,70,75,74,66,74,61,76,74,72,72,,CDM,M_CDM,Czech Republic,2.3766233766233764,26,False,True,True,False,False,False,False,False,False,False,True,False,False
224196,R. Bensebaini,79,82,21000000.0,31000,186,82,Borussia Mönchengladbach,1,25,2023,Algeria,4,3,2,37300000.0,73.0,59.0,72.0,75.0,77.0,80.0,80,62,81,77,43,77,67,62,68,78,67,77,60,76,63,61,84,79,78,48,83,78,65,63,77,73,74,77,80,,LB,D_LB,Germany,2.268292682926829,26,True,False,True,False,False,False,True,False,False,False,False,False,False
216682,D. Hotto,72,72,2300000.0,850,170,65,Orlando Pirates,1,11,2024,Namibia,4,3,1,5100000.0,81.0,73.0,73.0,71.0,29.0,61.0,76,74,56,74,66,71,65,72,75,67,83,79,81,61,85,73,83,68,60,73,47,29,74,67,62,73,25,25,23,,LW,A_LW,South Africa,2.6153846153846154,30,True,False,True,False,False,False,False,False,False,False,False,True,False
246708,G. Masouras,76,76,8000000.0,1000,184,76,Olympiacos CFP,1,19,2024,Greece,4,3,1,16800000.0,83.0,75.0,72.0,74.0,51.0,69.0,75,77,74,75,69,72,75,56,71,78,82,84,76,72,68,77,69,76,69,74,62,42,77,68,59,72,63,41,42,,RW,A_RW,Greece,2.4210526315789473,27,False,True,True,False,False,False,True,False,False,False,False,False,False
225614,I. Akhmetov,72,78,3700000.0,25000,173,67,PFC CSKA Moscow,1,7,2022,Russia,4,3,1,6700000.0,75.0,58.0,72.0,76.0,61.0,54.0,63,60,45,78,47,78,59,50,77,73,74,75,80,72,82,57,52,64,49,60,53,66,64,75,50,71,63,62,55,,RDM,M_RDM,Russia,2.582089552238806,23,False,True,True,False,False,False,False,False,False,False,False,False,True
235125,J. Esquivel,71,77,2700000.0,6000,179,74,Fútbol Club Juárez,1,16,2022,Mexico,3,2,1,5100000.0,69.0,51.0,60.0,64.0,70.0,74.0,39,42,70,72,33,59,59,35,66,67,71,68,68,68,66,68,74,81,75,63,63,72,49,64,44,76,72,67,67,,RCM,M_RCM,Mexico,2.418918918918919,23,False,True,True,False,False,False,False,False,False,False,True,False,False
